id,label
1,0.0467303533627813
2,0.06768170283536148
3,0.0775994284027911
4,0.06963766991686139
5,0.04680403369040122
6,0.8986950894916019
7,0.04610975763558735
8,0.046358107122681055
9,0.05842275126655435
10,0.047185558362780586
11,0.0673515791953139
12,0.44727960605332295
13,0.06599065283779257
14,0.06881297888342151
15,0.13244639376302395
16,0.6980223751986326
17,0.07287514166519508
18,0.04710844297055285
19,0.046395840669809944
20,0.06680433039486935
21,0.06592306759477273
22,0.30622080667696694
23,0.1787864771704455
24,0.04657606204501452
25,0.05279558012944289
26,0.06465454423451701
27,0.19897208630214697
28,0.8334066022569733
29,0.19365707604517102
30,0.04766745746043606
31,0.05119418602753499
32,0.08627826497146526
33,0.04975443966826152
34,0.05896236517557028
35,0.04668738764405904
36,0.0673515791953139
37,0.06268165390428769
38,0.04768910569106237
39,0.04776824488792906
40,0.04665933526150523
41,0.12188341221018084
42,0.07697741236244263
43,0.10373124859740826
44,0.05175358526254925
45,0.047356473493814076
46,0.052745518086464514
47,0.04657126825425958
48,0.04709650617312912
49,0.04636015765083247
50,0.05135140381933112
51,0.046465617473509344
52,0.9225961742745159
53,0.8078472139799061
54,0.04727281182145444
55,0.0673515791953139
56,0.046535629847477215
57,0.8273414714444292
58,0.942535488240452
59,0.16681997097803075
60,0.06549850907907251
61,0.060242325256129006
62,0.0673515791953139
63,0.047592793045330276
64,0.04696243487074092
65,0.0673515791953139
66,0.046494302264702705
67,0.10095016433982526
68,0.8807023752574683
69,0.046904721566056816
70,0.04722078123826114
71,0.04693027454532882
72,0.0673515791953139
73,0.04673311503630359
74,0.0673515791953139
75,0.05393186949033766
76,0.04911501003011921
77,0.06701166127651077
78,0.04627267391194128
79,0.8998215118189954
80,0.061251016050863194
81,0.1420457145008632
82,0.09035841099481405
83,0.05015454806112637
84,0.05097902448939453
85,0.04656360759359175
86,0.06484044586813367
87,0.6823373370536748
88,0.04647916076468005
89,0.047040220999794616
90,0.049477564682113416
91,0.0673515791953139
92,0.04674646620411918
93,0.06621709999715138
94,0.09882512550061784
95,0.048375632183221134
96,0.32721170361768526
97,0.07589125757115553
98,0.05609773799982174
99,0.075907653820558
100,0.046298224278443025
101,0.9250448101486045
102,0.04631450146747995
103,0.04685989718780034
104,0.047321694117319416
105,0.14726098240948238
106,0.32873390817676196
107,0.06752285929019612
108,0.24097233144659874
109,0.2995862324012359
110,0.047518653539278796
111,0.046190303814142464
112,0.0673515791953139
113,0.07219463917590167
114,0.04922067823145876
115,0.5361631517687273
116,0.2952185340053257
117,0.0492071417196885
118,0.04655574409449436
119,0.081149812821629
120,0.046676479466317214
121,0.08742792165859399
122,0.049136391810158116
123,0.06082296491816234
124,0.18247427492688256
125,0.058943160112525136
126,0.1880652908676563
127,0.06455584180063009
128,0.046513296490753676
129,0.05014849025707191
130,0.04720712615795404
131,0.0531672717732273
132,0.0635127706614486
133,0.060827747587088574
134,0.06125693909268386
135,0.0673515791953139
136,0.10974002163777477
137,0.9429358346741331
138,0.06701166127651077
139,0.047821659180516084
140,0.05179857295208183
141,0.5836681906927942
142,0.0673515791953139
143,0.13081445421257762
144,0.04628862396486278
145,0.0902782373920411
146,0.12795424873240163
147,0.060858537882646335
148,0.06335996399534986
149,0.0673515791953139
150,0.09719328901105935
151,0.08559884841613633
152,0.05039963822098857
153,0.09136499255748837
154,0.04911130333648088
155,0.04725695190174356
156,0.07062856870750532
157,0.04610668103096023
158,0.7679629340008711
159,0.04631737471284453
160,0.056259543115296295
161,0.16621741622057823
162,0.048928419797571704
163,0.11800885307592239
164,0.9452472822239866
165,0.046344685058941945
166,0.0673515791953139
167,0.06315634282448647
168,0.0673515791953139
169,0.11934910368579806
170,0.046596877880328534
171,0.046921270331447516
172,0.3284112729777162
173,0.06641724805245201
174,0.08498881370406072
175,0.06538000567340395
176,0.046756304334797896
177,0.0475410688821999
178,0.18924010050841966
179,0.04724057375728309
180,0.06649357517184656
181,0.0468120141329776
182,0.046545419328664614
183,0.3838038649426226
184,0.046501617644854845
185,0.04718612973914082
186,0.05979797117065251
187,0.0653651849245721
188,0.35436757512023714
189,0.20980147500240495
190,0.058668432112201074
191,0.04988631500164058
192,0.1859229893574
193,0.04827283907054948
194,0.047593283653807925
195,0.0472335136068493
196,0.06582319125008552
197,0.3503969090921471
198,0.04763297997731094
199,0.37156185329346203
200,0.34680721598425296
201,0.06756160109275304
202,0.07347620482059025
203,0.1783673881076963
204,0.05079970256255156
205,0.9191775694813874
206,0.04782306017291063
207,0.04749686614017942
208,0.342518517092862
209,0.10409754997720164
210,0.06525226725669045
211,0.04738955766964345
212,0.046130533389053985
213,0.0941439623076871
214,0.9251309186945169
215,0.9009545705666897
216,0.4827518261650887
217,0.34650104206876103
218,0.046535217002261646
219,0.9061760907250942
220,0.07267365605797463
221,0.22264430140108887
222,0.06433191411321822
223,0.04623984454201422
224,0.046175926691909105
225,0.04644052077793452
226,0.0673515791953139
227,0.06086347824084357
228,0.04673889388844678
229,0.04691518414718961
230,0.04750837212260533
231,0.9348172131683807
232,0.07325240797220792
233,0.046928537267562964
234,0.06509378556134905
235,0.9519713081447921
236,0.1149650980686027
237,0.05962919672302874
238,0.08422958857788806
239,0.10204217201672945
240,0.047743583023898924
241,0.06064715627648025
242,0.06416761531738552
243,0.08801398898260214
244,0.0670469316440799
245,0.11203694868558227
246,0.06416762787816781
247,0.0673515791953139
248,0.046977290847358986
249,0.04630362199811446
250,0.06600721931542596
251,0.17451485610025358
252,0.05616666621568556
253,0.046412019178262924
254,0.04685118285038535
255,0.4766728889682124
256,0.0673515791953139
257,0.04956572759517465
258,0.04927630969939476
259,0.047010640468851755
260,0.0466591825525566
261,0.04666178654481564
262,0.04728039838155161
263,0.046991216190857256
264,0.04635834735318459
265,0.942083444566312
266,0.08489134560641329
267,0.09716197565936156
268,0.04662272501509399
269,0.05009882318625271
270,0.0673515791953139
271,0.06404860767983409
272,0.04735811851028966
273,0.06142600237892807
274,0.0673515791953139
275,0.04670554770750915
276,0.04713680195736412
277,0.0673515791953139
278,0.047133807655042666
279,0.07776637166587748
280,0.04618198845745158
281,0.06938699661950584
282,0.04860870584216753
283,0.04710501627558435
284,0.06701166127651077
285,0.046163147666443236
286,0.046338925137675825
287,0.8705427270769309
288,0.046847180091239296
289,0.0673515791953139
290,0.32816815277780387
291,0.20245187824344954
292,0.046623601342178786
293,0.0473626117541205
294,0.04648468337208285
295,0.0871726484383136
296,0.0673515791953139
297,0.30858966120164233
298,0.27796250663615596
299,0.06362863303390691
300,0.27789972580216504
301,0.1473865812720758
302,0.0673515791953139
303,0.047051148533729076
304,0.08386421531955675
305,0.09327538662925625
306,0.04692842412912015
307,0.04718569376780353
308,0.5959018228858736
309,0.05015427869289474
310,0.397683457716362
311,0.04624873262201689
312,0.0467145191596665
313,0.046072214470591344
314,0.148305240658091
315,0.05720531075283156
316,0.24380325582308485
317,0.04708574748177802
318,0.07402738607783592
319,0.04792979440482523
320,0.0673515791953139
321,0.04770458021548104
322,0.06933532078626235
323,0.047542179631259666
324,0.04646075749193943
325,0.04627244288170153
326,0.11517367085786945
327,0.0673515791953139
328,0.04721920449873891
329,0.04719111931305271
330,0.04673005020502489
331,0.09488487291338296
332,0.0673515791953139
333,0.04649388228817246
334,0.0745859061772555
335,0.046146045123334443
336,0.054861743086790885
337,0.11154162010102246
338,0.046796119516992765
339,0.11325010991011812
340,0.04705686674322244
341,0.04784703271659102
342,0.04684189922533921
343,0.04660498265231915
344,0.04663230596532143
345,0.07192806524801634
346,0.9116050849825454
347,0.04647366894256562
348,0.26685280137425993
349,0.04624126117837167
350,0.04623164877962975
351,0.048757953908244354
352,0.04722272463337899
353,0.047581346641479214
354,0.0470429351119742
355,0.06437888081074908
356,0.06287634833169492
357,0.351979379898144
358,0.04958907850389183
359,0.8577811907340832
360,0.04715844214035612
361,0.04677310233592711
362,0.07500684697112894
363,0.1996987429976921
364,0.07141561630815166
365,0.23649624655189724
366,0.057821605021229384
367,0.8543756385909266
368,0.04664481073003153
369,0.13072121189415783
370,0.04738955766964345
371,0.04734981717096693
372,0.09953167103218447
373,0.047693839428512234
374,0.04895187649335996
375,0.047110050388042925
376,0.06530293900080439
377,0.06459439590283038
378,0.08059752655043842
379,0.2066082234847763
380,0.04670967312518368
381,0.07081307111684783
382,0.08308209558703539
383,0.10024956105050883
384,0.04633897710799475
385,0.08595534448571124
386,0.047197577891194775
387,0.9424428109197741
388,0.130002622953406
389,0.14594119986034193
390,0.04689237095586722
391,0.25417854667616413
392,0.047142153897046554
393,0.09276878052166715
394,0.0649591559252451
395,0.046684333536182024
396,0.04676924796755173
397,0.06745671193519062
398,0.10533134835205826
399,0.3430455923581086
400,0.3052945211170977
401,0.0673515791953139
402,0.04682160243016477
403,0.047067940698815106
404,0.06674740887575407
405,0.9302277433752927
406,0.8844206138391704
407,0.0673515791953139
408,0.15568025327323629
409,0.06664213798575266
410,0.04902661865918145
411,0.0673515791953139
412,0.047134969634682854
413,0.04644843819488105
414,0.050930961128299444
415,0.05648370404081811
416,0.06343588265756742
417,0.07747065010352541
418,0.20460036637762197
419,0.04719570224159205
420,0.04806902834727074
421,0.23176255307590843
422,0.1665047566870606
423,0.04636996092014632
424,0.04654232753260109
425,0.04725527988898611
426,0.046595411351285275
427,0.04934155348011634
428,0.07820006604247198
429,0.0463071291151854
430,0.05317986090344393
431,0.049934684985599324
432,0.28836628223134114
433,0.048678658809486026
434,0.11539468649898328
435,0.2798844173230519
436,0.04643110642003724
437,0.06606665350905044
438,0.046441444796917655
439,0.06380187874252728
440,0.047322034840458715
441,0.07938382132645541
442,0.04663835818055999
443,0.07205114221728336
444,0.04992402629389753
445,0.12825439057073446
446,0.04644948016127397
447,0.06972884316266421
448,0.0684993836090975
449,0.09431190909838905
450,0.06756160109275304
451,0.046152096035690524
452,0.0673515791953139
